usa-ca
USA Counties
W;KH6;KL
40241;KY,Jefferson;-85.584243;38.305636
40242;KY,Jefferson;-85.590376;38.279059
40243;KY,Jefferson;-85.536570;38.237155
40245;KY,Jefferson;-85.483220;38.270855
40250;KY,Jefferson;-85.6768;38.18896
40251;KY,Jefferson;-85.6768;38.18896
40252;KY,Jefferson;-85.6768;38.18896
40253;KY,Jefferson;-85.6768;38.18896
40255;KY,Jefferson;-85.6768;38.18896
40256;KY,Jefferson;-85.6768;38.18896
40257;KY,Jefferson;-85.6768;38.18896
40258;KY,Jefferson;-85.863759;38.141719
40259;KY,Jefferson;-85.6768;38.18896
40261;KY,Jefferson;-85.6768;38.18896
40266;KY,Jefferson;-85.6768;38.18896
40268;KY,Jefferson;-85.6768;38.18896
40269;KY,Jefferson;-85.6768;38.18896
40270;KY,Jefferson;-85.6768;38.18896
40272;KY,Jefferson;-85.859945;38.096056
40280;KY,Jefferson;-85.6852;38.24672
40281;KY,Jefferson;-85.6768;38.18896
40282;KY,Jefferson;-85.6768;38.18896
40283;KY,Jefferson;-85.6768;38.18896
40285;KY,Jefferson;-85.6768;38.18896
40287;KY,Jefferson;-85.6768;38.18896
40289;KY,Jefferson;-85.6768;38.18896
40290;KY,Jefferson;-85.6768;38.18896
40291;KY,Jefferson;-85.591698;38.147232
40292;KY,Jefferson;-85.6768;38.18896
40293;KY,Jefferson;-85.6768;38.18896
40294;KY,Jefferson;-85.6768;38.18896
40295;KY,Jefferson;-85.6768;38.18896
40296;KY,Jefferson;-85.6768;38.18896
40297;KY,Jefferson;-85.6768;38.18896
40298;KY,Jefferson;-85.6768;38.18896
40299;KY,Jefferson;-85.553481;38.190568
40310;KY,Mercer;-84.769046;37.754255
40311;KY,Nicholas;-84.023584;38.320944
40312;KY,Powell;-83.934308;37.846536
40313;KY,Rowan;-83.415860;38.156248
40316;KY,Menifee;-83.523037;37.933123
40317;KY,Rowan;-83.2682;38.17647
40319;KY,Rowan;-83.5336;38.14025
40320;KY,Clark;-84.1577;37.96849
40322;KY,Menifee;-83.634291;37.937105
40324;KY,Scott;-84.554656;38.221179
40327;KY,Owen;-84.9429;38.4781
40328;KY,Marion;-85.022701;37.561722
40329;KY,Rowan;-83.4172;38.20670
40330;KY,Mercer;-84.858123;37.773923
40334;KY,Montgomery;-83.766394;38.016706
40336;KY,Estill;-83.977105;37.694764
40337;KY,Montgomery;-83.843803;37.961500
40339;KY,Jessamine;-84.644187;37.942941
40340;KY,Jessamine;-84.5794;37.86623
40341;KY,Rockcastle;-84.1624;37.3192
40342;KY,Anderson;-84.940758;38.012479
40345;KY,Menifee;-83.5537;37.9135
40346;KY,Menifee;-83.731836;37.979941
40347;KY,Woodford;-84.709286;38.153759
40348;KY,Bourbon;-84.145784;38.302495
40350;KY,Nicholas;-83.874424;38.304494
40351;KY,Rowan;-83.432102;38.190560
40353;KY,Montgomery;-83.929640;38.061248
40355;KY,Owen;-84.827903;38.606023
40356;KY,Jessamine;-84.571007;37.883886
40357;KY,Bourbon;-84.1076;38.14639
40358;KY,Bath;-83.684807;38.057744
40359;KY,Owen;-84.810239;38.467809
40360;KY,Bath;-83.766035;38.152302
40361;KY,Bourbon;-84.236460;38.212471
40362;KY,Bourbon;-84.2059;38.21940
40363;KY,Owen;-85.006072;38.522034
40365;KY,Menifee;-83.5263;37.8744
40366;KY,Bath;-83.7571;38.08667
40370;KY,Scott;-84.533537;38.399525
40371;KY,Bath;-83.611460;38.087867
40372;KY,Mercer;-84.886578;37.911825
40374;KY,Bath;-83.917342;38.201485
40376;KY,Powell;-83.692247;37.784220
40379;KY,Scott;-84.696149;38.296170
40380;KY,Powell;-83.809902;37.838747
40383;KY,Woodford;-84.731892;38.042639
40385;KY,Madison;-84.113896;37.724497
40387;KY,Menifee;-83.494643;37.929101
40390;KY,Jessamine;-84.660698;37.857430
40391;KY,Clark;-84.170232;37.982230
40392;KY,Clark;-84.1577;37.96849
40402;KY,Jackson;-83.975908;37.294090
40403;KY,Madison;-84.277673;37.575568
40405;KY,Madison;-84.2996;37.71644
40409;KY,Rockcastle;-84.418085;37.374681
40410;KY,Garrard;-84.5466;37.65139
40415;KY,Estill;-83.8401;37.7434
40417;KY,Rockcastle;-84.3081;37.4799
40419;KY,Lincoln;-84.487536;37.455879
40421;KY,Jackson;-83.9935;37.41600
40422;KY,Boyle;-84.788627;37.644426
40423;KY,Boyle;-84.8457;37.62465
40426;KY,Madison;-84.1545;37.6507
40434;KY,Jackson;-83.9084;37.39546
40437;KY,Lincoln;-84.812567;37.431549
40440;KY,Boyle;-84.808554;37.583748
40442;KY,Lincoln;-84.721907;37.351449
40444;KY,Garrard;-84.594963;37.667083
40445;KY,Rockcastle;-84.215277;37.302783
40447;KY,Jackson;-84.034351;37.457017
40448;KY,Lincoln;-84.756764;37.460003
40452;KY,Boyle;-84.9491;37.60334
40456;KY,Rockcastle;-84.332331;37.367660
40460;KY,Rockcastle;-84.242928;37.406069
40461;KY,Garrard;-84.407896;37.594830
40464;KY,Boyle;-84.900095;37.550810
40467;KY,Jackson;-83.9935;37.41600
40468;KY,Boyle;-84.980379;37.654870
40471;KY,Estill;-83.8426;37.6841
40472;KY,Estill;-83.913845;37.703394
40473;KY,Rockcastle;-84.3161;37.34575
40475;KY,Madison;-84.284335;37.745999
40476;KY,Madison;-84.2996;37.71644
40481;KY,Jackson;-84.091553;37.434240
40484;KY,Lincoln;-84.673507;37.520836
40486;KY,Jackson;-83.858893;37.369321
40488;KY,Jackson;-84.039366;37.471602
40489;KY,Lincoln;-84.620998;37.351221
40492;KY,Rockcastle;-84.3161;37.34575
40495;KY,Estill;-84.0828;37.70972
40501;KY,Fayette;-84.6164;38.03784
40502;KY,Fayette;-84.485903;38.017219
40503;KY,Fayette;-84.534527;38.007898
40504;KY,Fayette;-84.542597;38.039322
40505;KY,Fayette;-84.461092;38.058477
40506;KY,Fayette;-84.5074;38.02871
40507;KY,Fayette;-84.496273;38.047408
40508;KY,Fayette;-84.493369;38.051727
40509;KY,Fayette;-84.409545;38.005199
40510;KY,Fayette;-84.607134;38.064087
40511;KY,Fayette;-84.507759;38.105283
40512;KY,Fayette;-84.4715;38.02826
40513;KY,Fayette;-84.586190;38.010247
40514;KY,Fayette;-84.566913;37.984907
40515;KY,Fayette;-84.453471;37.952113
40516;KY,Fayette;-84.385593;38.071981
40517;KY,Fayette;-84.488742;37.985128
40522;KY,Fayette;-84.4715;38.02826
40523;KY,Fayette;-84.4715;38.02826
40524;KY,Fayette;-84.4715;38.02826
40526;KY,Fayette;-84.4715;38.02826
40533;KY,Fayette;-84.4715;38.02826
40536;KY,Fayette;-84.5083;38.03207
40544;KY,Fayette;-84.4715;38.02826
40546;KY,Fayette;-84.4715;38.02826
40550;KY,Fayette;-84.4715;38.02826
40555;KY,Fayette;-84.4715;38.02826
40574;KY,Fayette;-84.4715;38.02826
40575;KY,Fayette;-84.4715;38.02826
40576;KY,Fayette;-84.4715;38.02826
40577;KY,Fayette;-84.4715;38.02826
40578;KY,Fayette;-84.4715;38.02826
40579;KY,Fayette;-84.4715;38.02826
40580;KY,Fayette;-84.4715;38.02826
40581;KY,Fayette;-84.4715;38.02826
40582;KY,Fayette;-84.4715;38.02826
40583;KY,Fayette;-84.4715;38.02826
40584;KY,Fayette;-84.4715;38.02826
40585;KY,Fayette;-84.4715;38.02826
40586;KY,Fayette;-84.4715;38.02826
40587;KY,Fayette;-84.4715;38.02826
40588;KY,Fayette;-84.4715;38.02826
40589;KY,Fayette;-84.4715;38.02826
40590;KY,Fayette;-84.4715;38.02826
40591;KY,Fayette;-84.4715;38.02826
40592;KY,Fayette;-84.4715;38.02826
40593;KY,Fayette;-84.4715;38.02826
40594;KY,Fayette;-84.4715;38.02826
40595;KY,Fayette;-84.4715;38.02826
40596;KY,Fayette;-84.4715;38.02826
40601;KY,Franklin;-84.869355;38.201649
40602;KY,Franklin;-84.8748;38.23413
40603;KY,Franklin;-84.8748;38.23413
40604;KY,Franklin;-84.8748;38.23413
40701;KY,Whitley;-84.106850;36.942035
40702;KY,Whitley;-84.1031;36.93742
40724;KY,Laurel;-84.1408;37.15207
40729;KY,Laurel;-84.130269;37.231717
40730;KY,Whitley;-84.145952;36.705162
40734;KY,Knox;-83.981462;36.930995
40737;KY,Laurel;-84.141243;36.990797
40740;KY,Laurel;-84.058723;37.015283
40741;KY,Laurel;-84.078397;37.143828
40742;KY,Laurel;-84.1156;37.13761
40743;KY,Laurel;-84.0457;37.13445
40744;KY,Laurel;-84.071008;37.060576
40745;KY,Laurel;-84.1156;37.13761
40751;KY,Laurel;-84.1156;37.13761
40754;KY,Whitley;-84.1167;36.78033
40755;KY,Laurel;-84.1166;37.16775
40759;KY,Whitley;-84.059178;36.817151
40763;KY,Whitley;-83.951568;36.681189
40769;KY,Whitley;-84.150807;36.709853
40771;KY,Knox;-84.052379;36.888978
40801;KY,Harlan;-83.252804;36.858906
40803;KY,Leslie;-83.420032;37.046365
40806;KY,Harlan;-83.307782;36.872801
40807;KY,Harlan;-82.950152;36.963608
40808;KY,Harlan;-83.252644;36.981495
40810;KY,Harlan;-83.323996;36.917070
40813;KY,Bell;-83.602484;36.737835
40815;KY,Harlan;-83.229041;36.781517
40816;KY,Leslie;-83.327950;36.987495
40817;KY,Harlan;-83.3879;36.8471
40818;KY,Harlan;-83.265528;36.807137
40819;KY,Harlan;-83.464504;36.827233
40820;KY,Harlan;-83.161170;36.766134
40823;KY,Harlan;-82.995729;36.972292
40824;KY,Harlan;-83.375394;36.840955
40825;KY,Harlan;-83.1177;36.8177
40826;KY,Letcher;-82.817757;37.048238
40827;KY,Leslie;-83.488923;37.043142
40828;KY,Harlan;-83.177476;36.867720
40829;KY,Harlan;-83.2644;36.79744
40830;KY,Harlan;-83.334156;36.772301
40831;KY,Harlan;-83.318567;36.828285
40840;KY,Leslie;-83.431296;36.949181
40843;KY,Harlan;-82.966079;36.868363
40844;KY,Leslie;-83.385339;37.058837
40845;KY,Bell;-83.520091;36.786271
40846;KY,Harlan;-83.3614;36.8712
40847;KY,Harlan;-83.159178;36.852687
40849;KY,Harlan;-83.124612;36.885169
40854;KY,Harlan;-83.353157;36.851070
40855;KY,Harlan;-82.905224;36.962220
40856;KY,Bell;-83.549690;36.726258
40858;KY,Leslie;-83.397686;37.018413
40861;KY,Letcher;-82.8185;37.0539
40862;KY,Letcher;-82.898589;37.004426
40863;KY,Harlan;-83.449914;36.753043
40865;KY,Harlan;-83.241291;36.901802
40867;KY,Harlan;-83.337115;36.712383
40868;KY,Leslie;-83.392658;37.111810
40870;KY,Harlan;-83.154673;36.930024
40873;KY,Harlan;-83.410586;36.823334
40874;KY,Leslie;-83.480036;36.982545
40902;KY,Bell;-83.633883;36.836208
40903;KY,Knox;-83.838501;36.825088
40905;KY,Knox;-83.9198;36.9295
40906;KY,Knox;-83.885016;36.853913
40913;KY,Bell;-83.532625;36.942094
40914;KY,Clay;-83.567893;37.112359
40915;KY,Knox;-83.815527;36.887081
40921;KY,Knox;-83.906579;36.721790
40923;KY,Knox;-83.856994;36.920165
40927;KY,Harlan;-83.052650;36.889259
40930;KY,Knox;-83.739009;36.855044
40931;KY,Clay;-83.7370;37.14768
40932;KY,Clay;-83.7370;37.14768
40935;KY,Knox;-83.745765;36.867971
40939;KY,Knox;-83.8299;36.87125
40940;KY,Bell;-83.925356;36.607234
40941;KY,Clay;-83.666080;37.176075
40943;KY,Knox;-83.850602;36.947113
40944;KY,Clay;-83.7370;37.14768
40946;KY,Knox;-83.834136;36.966634
40949;KY,Knox;-83.872527;36.897618
40951;KY,Clay;-83.7370;37.14768
40953;KY,Knox;-83.819842;36.943114
40955;KY,Bell;-83.7081;36.76918
40958;KY,Bell;-83.587253;36.793291
40962;KY,Clay;-83.766743;37.164346
40964;KY,Harlan;-83.1834;36.84297
40965;KY,Bell;-83.721869;36.617181
40970;KY,Knox;-83.6053;36.9407
40972;KY,Clay;-83.619011;37.253980
40977;KY,Bell;-83.720238;36.750028
40979;KY,Leslie;-83.510750;37.016332
40980;KY,Knox;-83.6971;36.9645
40981;KY,Perry;-83.3869;37.33125
40982;KY,Knox;-83.700881;36.933443
40983;KY,Clay;-83.748808;37.328320
40988;KY,Bell;-83.518515;36.842522
40995;KY,Knox;-83.815081;36.787370
40997;KY,Knox;-83.662573;36.888893
40999;KY,Knox;-83.805082;37.005242
41001;KY,Campbell;-84.386527;38.946893
41002;KY,Bracken;-83.996832;38.761890
41003;KY,Harrison;-84.389041;38.535065
41004;KY,Bracken;-84.094113;38.677837
41005;KY,Boone;-84.741586;39.020466
41006;KY,Pendleton;-84.337923;38.796981
41007;KY,Campbell;-84.281940;38.910255
41008;KY,Carroll;-85.168034;38.663328
41010;KY,Grant;-84.610174;38.484843
41011;KY,Kenton;-84.520648;39.075200
41012;KY,Kenton;-84.5205;38.94466
41014;KY,Kenton;-84.503900;39.067811
41015;KY,Kenton;-84.494192;39.013062
41016;KY,Kenton;-84.550576;39.087593
41017;KY,Kenton;-84.568010;39.036361
41018;KY,Kenton;-84.602291;39.013755
41022;KY,Boone;-84.7477;38.96237
41030;KY,Grant;-84.602008;38.788439
41031;KY,Harrison;-84.293908;38.397678
41033;KY,Pendleton;-84.448892;38.773111
41034;KY,Mason;-83.887629;38.730747
41035;KY,Grant;-84.641800;38.691006
41037;KY,Fleming;-83.7186;38.34810
41039;KY,Fleming;-83.862860;38.424954
41040;KY,Pendleton;-84.328114;38.656527
41041;KY,Fleming;-83.724978;38.418131
41042;KY,Boone;-84.644013;38.983853
41043;KY,Bracken;-84.169984;38.765448
41044;KY,Bracken;-83.966512;38.637850
41045;KY,Carroll;-85.050072;38.724439
41046;KY,Gallatin;-84.812230;38.742296
41048;KY,Boone;-84.687540;39.080500
41049;KY,Fleming;-83.651207;38.286314
41051;KY,Kenton;-84.549027;38.941953
41052;KY,Grant;-84.774952;38.662200
41053;KY,Kenton;-84.5205;38.94466
41054;KY,Grant;-84.5785;38.59322
41055;KY,Mason;-83.858949;38.522170
41056;KY,Mason;-83.765619;38.624534
41059;KY,Campbell;-84.365752;39.022732
41061;KY,Bracken;-84.0700;38.68855
41062;KY,Mason;-83.9102;38.71957
41063;KY,Kenton;-84.488027;38.842166
41064;KY,Robertson;-84.051458;38.508638
41065;KY,Fleming;-83.7186;38.34810
41071;KY,Campbell;-84.486815;39.083470
41072;KY,Campbell;-84.3689;38.96376
41073;KY,Campbell;-84.479878;39.103011
41074;KY,Campbell;-84.469868;39.109410
41075;KY,Campbell;-84.451273;39.076011
41076;KY,Campbell;-84.442044;39.019185
41080;KY,Boone;-84.852367;39.062761
41081;KY,Fleming;-83.7186;38.34810
41083;KY,Carroll;-84.967562;38.666588
41085;KY,Campbell;-84.391563;39.034293
41086;KY,Gallatin;-84.888073;38.709838
41091;KY,Boone;-84.716030;38.930285
41092;KY,Boone;-84.684855;38.815335
41093;KY,Fleming;-83.571031;38.371060
41094;KY,Boone;-84.625586;38.878720
41095;KY,Gallatin;-84.897569;38.775686
41096;KY,Mason;-83.8080;38.61225
41097;KY,Grant;-84.567908;38.628866
41098;KY,Carroll;-85.033888;38.603950
41101;KY,Boyd;-82.645329;38.473961
41102;KY,Boyd;-82.693204;38.439526
41105;KY,Boyd;-82.6947;38.37028
41121;KY,Greenup;-82.826158;38.456608
41124;KY,Lawrence;-82.847810;38.028476
41127;KY,Lewis;-83.3616;38.60288
41128;KY,Carter;-83.1335;38.43391
41129;KY,Boyd;-82.618369;38.360669
41132;KY,Carter;-82.834961;38.251159
41135;KY,Lewis;-83.272060;38.365096
41137;KY,Lewis;-83.048389;38.688142
41139;KY,Greenup;-82.721750;38.520320
41141;KY,Lewis;-83.143011;38.570194
41142;KY,Carter;-83.072706;38.282767
41143;KY,Carter;-82.949972;38.323106
41144;KY,Greenup;-82.865145;38.552472
41146;KY,Carter;-82.904943;38.272476
41149;KY,Elliott;-83.050058;38.061324
41150;KY,Carter;-83.2421;38.22508
41156;KY,Greenup;-82.9165;38.56521
41159;KY,Lawrence;-82.950702;38.019104
41160;KY,Lawrence;-82.7446;38.07411
41163;KY,Greenup;-82.9570;38.4412
41164;KY,Carter;-83.183817;38.292177
41166;KY,Lewis;-83.117392;38.630683
41168;KY,Boyd;-82.777147;38.298546
41169;KY,Greenup;-82.708565;38.538456
41170;KY,Lewis;-83.069508;38.681770
41171;KY,Elliott;-83.095546;38.089097
41173;KY,Carter;-83.2847;38.26202
41174;KY,Greenup;-83.023530;38.712930
41175;KY,Greenup;-82.968606;38.676695
41177;KY,Elliott;-82.9837;38.1146
41178;KY,Carter;-83.2718;38.2677
41179;KY,Lewis;-83.385065;38.530915
41180;KY,Lawrence;-82.850987;38.132937
41181;KY,Carter;-82.9076;38.20445
41183;KY,Greenup;-82.735089;38.549120
41189;KY,Lewis;-83.559098;38.546281
41201;KY,Lawrence;-82.739755;38.076051
41203;KY,Martin;-82.448358;37.846064
41204;KY,Johnson;-82.688975;37.817110
41214;KY,Martin;-82.570342;37.775385
41215;KY,Johnson;-82.8650;37.77196
41216;KY,Johnson;-82.819316;37.756007
41219;KY,Johnson;-82.902796;37.933492
41220;KY,Johnson;-82.9114;37.9022
41222;KY,Johnson;-82.827442;37.780917
41224;KY,Martin;-82.529034;37.866327
41225;KY,Martin;-82.5348;37.9487
41226;KY,Johnson;-82.945511;37.992794
41228;KY,Johnson;-82.874847;37.752473
41230;KY,Lawrence;-82.640625;38.071237
41231;KY,Martin;-82.394112;37.810757
41232;KY,Lawrence;-82.737469;37.916701
41234;KY,Johnson;-82.733709;37.795418
41237;KY,Johnson;-82.7081;37.8528
41238;KY,Johnson;-82.941069;37.841448
41240;KY,Johnson;-82.781670;37.823275
41250;KY,Martin;-82.489191;37.758445
41254;KY,Johnson;-82.736888;37.887278
41255;KY,Johnson;-82.839620;37.916221
41256;KY,Johnson;-82.862993;37.832617
41257;KY,Johnson;-82.812334;37.940709
41258;KY,Johnson;-82.9113;37.7434
41260;KY,Johnson;-82.760393;37.831324
41262;KY,Martin;-82.620917;37.855873
41263;KY,Johnson;-82.759802;37.858300
41264;KY,Lawrence;-82.683317;37.935529
41265;KY,Johnson;-82.721650;37.761356
41266;KY,Johnson;-82.9112;37.9029
41267;KY,Martin;-82.416664;37.855146
41268;KY,Johnson;-82.784372;37.789291
41269;KY,Johnson;-82.7753;37.8953
41271;KY,Johnson;-82.7264;37.83127
41274;KY,Johnson;-82.809148;37.863880
41301;KY,Wolfe;-83.518354;37.716311
41306;KY,Breathitt;-83.3957;37.3563
41307;KY,Jackson;-83.2643;37.51501
41310;KY,Breathitt;-83.244661;37.640938
41311;KY,Lee;-83.703489;37.578547
41313;KY,Wolfe;-83.4754;37.74050
41314;KY,Owsley;-83.667711;37.430777
41315;KY,Wolfe;-83.2734;37.6875
41316;KY,Breathitt;-83.4607;37.4655
41317;KY,Breathitt;-83.182562;37.461944
41321;KY,Knott;-83.0290;37.4905
41327;KY,Wolfe;-83.3480;37.6972
41328;KY,Owsley;-83.7807;37.3689
41331;KY,Breathitt;-83.3762;37.4922
41332;KY,Wolfe;-83.368667;37.797688
41333;KY,Lee;-83.7762;37.55625
41338;KY,Owsley;-83.7049;37.39861
41339;KY,Breathitt;-83.345475;37.533559
41340;KY,Breathitt;-83.1009;37.5795
41342;KY,Wolfe;-83.4754;37.74050
41343;KY,Lee;-83.6928;37.6989
41344;KY,Owsley;-83.621176;37.502641
41346;KY,Breathitt;-83.3824;37.4322
41347;KY,Lee;-83.6007;37.54418
41348;KY,Breathitt;-83.299114;37.426337
41351;KY,Owsley;-83.7049;37.39861
41352;KY,Morgan;-83.2337;37.91400
41357;KY,Breathitt;-83.2708;37.5699
41358;KY,Lee;-83.8058;37.6397
41359;KY,Owsley;-83.7410;37.4904
41360;KY,Wolfe;-83.649714;37.791388
41362;KY,Lee;-83.7139;37.60332
41363;KY,Breathitt;-83.3651;37.5329
41364;KY,Owsley;-83.623275;37.382832
41365;KY,Wolfe;-83.636477;37.711278
41366;KY,Breathitt;-83.2877;37.59305
41367;KY,Perry;-83.240406;37.383285
41368;KY,Lee;-83.6434;37.61168
41369;KY,Breathitt;-83.3733;37.4558
41370;KY,Breathitt;-83.5029;37.3882
41377;KY,Breathitt;-83.449916;37.416002
41385;KY,Breathitt;-83.350772;37.635723
41386;KY,Owsley;-83.817223;37.473347
41390;KY,Breathitt;-83.375952;37.424083
41393;KY,Breathitt;-83.3465;37.3816
41396;KY,Lee;-83.6772;37.6749
41397;KY,Lee;-83.677634;37.643659
41401;KY,Magoffin;-83.1878;37.7713
41407;KY,Morgan;-83.2917;37.8098
41408;KY,Morgan;-83.281371;37.792272
41409;KY,Magoffin;-83.0690;37.6503
41410;KY,Magoffin;-83.0745;37.69063
41412;KY,Morgan;-83.2201;37.8930
41413;KY,Morgan;-83.1252;37.97050
41419;KY,Magoffin;-83.0745;37.69063
41421;KY,Morgan;-83.161039;37.997666
41422;KY,Magoffin;-83.0745;37.69063
41425;KY,Morgan;-83.444137;37.891486
41426;KY,Magoffin;-82.997836;37.784924
41429;KY,Magoffin;-83.1199;37.6546
41431;KY,Magoffin;-83.1289;37.7166
41433;KY,Magoffin;-83.0745;37.69063
41441;KY,Magoffin;-83.0981;37.7050
41444;KY,Magoffin;-83.0745;37.69063
41447;KY,Morgan;-83.1816;37.9672
41451;KY,Morgan;-83.2337;37.91400
41459;KY,Morgan;-83.2337;37.91400
41464;KY,Magoffin;-82.945444;37.650260
41465;KY,Magoffin;-83.086526;37.736751
41466;KY,Magoffin;-83.1749;37.6684
41472;KY,Morgan;-83.238211;37.932283
41474;KY,Morgan;-83.2049;37.8498
41477;KY,Morgan;-83.2337;37.91400
41501;KY,Pike;-82.518903;37.478169
41502;KY,Pike;-82.5505;37.48163
41503;KY,Pike;-82.284650;37.670590
41512;KY,Pike;-82.479614;37.254188
41513;KY,Pike;-82.363100;37.357536
41514;KY,Pike;-82.304420;37.672296
41517;KY,Letcher;-82.6110;37.18447
41519;KY,Pike;-82.314773;37.605120
41520;KY,Pike;-82.5773;37.27902
41522;KY,Pike;-82.395169;37.300397
41524;KY,Pike;-82.237624;37.424071
41526;KY,Pike;-82.5185;37.43719
41527;KY,Pike;-82.277934;37.641773
41528;KY,Pike;-82.134713;37.561944
41529;KY,Pike;-82.3080;37.6899
41531;KY,Pike;-82.233499;37.599893
41534;KY,Pike;-82.485539;37.270100
41535;KY,Pike;-82.276117;37.598267
41536;KY,Pike;-82.0891;37.4860
41537;KY,Letcher;-82.623507;37.192483
41538;KY,Pike;-82.595064;37.314335
41539;KY,Pike;-82.327973;37.504315
41540;KY,Pike;-82.333494;37.396574
41542;KY,Pike;-82.4649;37.31484
41543;KY,Pike;-82.282834;37.553553
41544;KY,Pike;-82.168360;37.598650
41545;KY,Pike;-82.5482;37.5934
41546;KY,Pike;-82.257037;37.550374
41547;KY,Pike;-82.064882;37.544224
41548;KY,Pike;-82.235236;37.369612
41549;KY,Pike;-82.600198;37.293386
41551;KY,Pike;-82.1349;37.4356
41553;KY,Pike;-82.159073;37.506174
41554;KY,Pike;-82.327088;37.445906
41555;KY,Pike;-82.266653;37.529760
41557;KY,Pike;-82.436254;37.514166
41558;KY,Pike;-82.211459;37.533643
41559;KY,Pike;-82.405737;37.364548
41560;KY,Pike;-82.558125;37.389786
41561;KY,Pike;-82.4625;37.33162
41562;KY,Pike;-82.457100;37.416995
41563;KY,Pike;-82.546391;37.216465
41564;KY,Pike;-82.361253;37.610331
41565;KY,Pike;-82.7165;37.2625
41566;KY,Pike;-82.188237;37.417254
41567;KY,Pike;-82.287961;37.560929
41568;KY,Pike;-82.056436;37.499470
41569;KY,Pike;-82.254082;37.633524
41570;KY,Pike;-82.3202;37.6593
41571;KY,Pike;-82.387048;37.625031
41572;KY,Pike;-82.615980;37.322411
41601;KY,Floyd;-82.725036;37.611434
41602;KY,Floyd;-82.740121;37.736960
41603;KY,Floyd;-82.694961;37.601078
41604;KY,Floyd;-82.669447;37.370358
41605;KY,Floyd;-82.631742;37.554631
41606;KY,Floyd;-82.732777;37.362943
41607;KY,Floyd;-82.856346;37.617197
41612;KY,Floyd;-82.720701;37.358509
41614;KY,Floyd;-82.6918;37.4087
41615;KY,Floyd;-82.693307;37.550496
41616;KY,Floyd;-82.872727;37.587133
41619;KY,Floyd;-82.759420;37.496608
41621;KY,Floyd;-82.724172;37.623492
41622;KY,Floyd;-82.810970;37.514748
41626;KY,Floyd;-82.6276;37.6819
41627;KY,Floyd;-82.8196;37.4620
41629;KY,Floyd;-82.6619;37.4782
41630;KY,Floyd;-82.840905;37.470216
41631;KY,Floyd;-82.649225;37.479754
41632;KY,Magoffin;-82.949951;37.555846
41633;KY,Floyd;-82.7306;37.3076
41635;KY,Floyd;-82.634941;37.509291
41636;KY,Floyd;-82.732571;37.398774
41637;KY,Floyd;-82.8649;37.5135
41639;KY,Floyd;-82.6675;37.5150
41640;KY,Floyd;-82.941922;37.493888
41642;KY,Floyd;-82.660287;37.587011
41643;KY,Floyd;-82.8294;37.47099
41645;KY,Floyd;-82.801787;37.544465
41647;KY,Floyd;-82.726401;37.449076
41648;KY,Floyd;-82.7987;37.5662
41649;KY,Floyd;-82.759377;37.568873
41650;KY,Floyd;-82.692989;37.351125
41651;KY,Floyd;-82.754929;37.465744
41653;KY,Floyd;-82.758765;37.667872
41655;KY,Floyd;-82.720539;37.511126
41659;KY,Floyd;-82.625623;37.569845
41660;KY,Floyd;-82.643741;37.428801
41663;KY,Floyd;-82.647743;37.568942
41666;KY,Floyd;-82.808523;37.446983
41667;KY,Floyd;-82.696998;37.322234
41668;KY,Floyd;-82.7609;37.67098
41669;KY,Floyd;-82.719064;37.331465
41701;KY,Perry;-83.190615;37.274854
41702;KY,Perry;-83.2064;37.32007
41712;KY,Perry;-83.151864;37.373384
41713;KY,Perry;-83.2736;37.22539
41714;KY,Leslie;-83.515271;37.163342
41719;KY,Perry;-83.254142;37.295365
41721;KY,Perry;-83.490481;37.325318
41722;KY,Perry;-83.115600;37.369312
41723;KY,Perry;-83.312537;37.257714
41725;KY,Knott;-83.029767;37.331950
41727;KY,Perry;-83.340493;37.350689
41728;KY,Leslie;-83.3029;37.0967
41729;KY,Perry;-83.212264;37.266633
41730;KY,Leslie;-83.399433;37.263348
41731;KY,Perry;-83.085015;37.115385
41732;KY,Leslie;-83.2473;37.1081
41733;KY,Perry;-83.0951;37.1159
41735;KY,Perry;-83.089194;37.029744
41736;KY,Perry;-83.237149;37.370521
41739;KY,Perry;-83.111372;37.348289
41740;KY,Knott;-83.049384;37.348377
41743;KY,Knott;-83.0904;37.30636
41745;KY,Perry;-83.439906;37.328336
41746;KY,Perry;-83.098452;37.204045
41747;KY,Perry;-83.1224;37.30020
41749;KY,Leslie;-83.383011;37.176210
41751;KY,Perry;-83.133618;37.207333
41754;KY,Perry;-83.332674;37.316290
41756;KY,Perry;-83.1513;37.0405
41759;KY,Knott;-83.034090;37.229381
41760;KY,Perry;-83.080551;37.205562
41762;KY,Leslie;-83.505992;37.223635
41763;KY,Perry;-83.139046;37.048770
41764;KY,Leslie;-83.243260;37.113248
41765;KY,Knott;-83.0479;37.3836
41766;KY,Leslie;-83.449784;37.187088
41772;KY,Knott;-83.023135;37.393894
41773;KY,Perry;-83.056279;37.221636
41774;KY,Perry;-83.136737;37.158397
41775;KY,Leslie;-83.346479;37.100140
41776;KY,Leslie;-83.285203;37.167173
41777;KY,Leslie;-83.224798;37.065439
41778;KY,Perry;-83.318704;37.279297
41801;KY,Knott;-83.0005;37.2672
41804;KY,Letcher;-82.990814;37.141017
41805;KY,Knott;-82.9140;37.2626
41810;KY,Letcher;-82.694472;37.185228
41811;KY,Letcher;-82.8474;37.1591
