usa-ca
USA Counties
W;KH6;KL
02715;MA,Bristol;-71.136335;41.811514
02717;MA,Bristol;-70.953320;41.765934
02718;MA,Bristol;-71.018273;41.876249
02719;MA,Bristol;-70.881401;41.634152
02720;MA,Bristol;-71.139866;41.716952
02721;MA,Bristol;-71.154252;41.685452
02722;MA,Bristol;-71.0670;41.75621
02723;MA,Bristol;-71.132346;41.691369
02724;MA,Bristol;-71.174360;41.684152
02725;MA,Bristol;-71.174823;41.721652
02726;MA,Bristol;-71.148943;41.754828
02738;MA,Plymouth;-70.750867;41.706599
02739;MA,Plymouth;-70.800873;41.654776
02740;MA,Bristol;-70.937523;41.634754
02741;MA,Bristol;-71.0670;41.75621
02742;MA,Bristol;-70.9563;41.61955
02743;MA,Bristol;-70.910195;41.697015
02744;MA,Bristol;-70.914534;41.610754
02745;MA,Bristol;-70.932641;41.692806
02746;MA,Bristol;-70.933475;41.659336
02747;MA,Bristol;-70.990764;41.637916
02748;MA,Bristol;-70.949401;41.591560
02760;MA,Bristol;-71.330865;41.975495
02761;MA,Bristol;-71.0670;41.75621
02762;MA,Bristol;-71.323920;42.011848
02763;MA,Bristol;-71.310240;41.967949
02764;MA,Bristol;-71.151254;41.851557
02766;MA,Bristol;-71.185408;41.969185
02767;MA,Bristol;-71.049058;41.934586
02768;MA,Bristol;-71.0670;41.75621
02769;MA,Bristol;-71.261158;41.835067
02770;MA,Plymouth;-70.838480;41.760783
02771;MA,Bristol;-71.323436;41.843450
02777;MA,Bristol;-71.214333;41.741551
02779;MA,Bristol;-71.0765;41.8353
02780;MA,Bristol;-71.102887;41.904888
02790;MA,Bristol;-71.089046;41.602517
02791;MA,Bristol;-71.0851;41.51910
02801;RI,Newport;-71.2840;41.53013
02802;RI,Providence;-71.4620;41.95409
02804;RI,Washington; -71.781015;41.430068
02806;RI,Bristol;-71.320319;41.746834
02807;RI,Newport;-71.583580;41.171389
02808;RI,Washington; -71.747851;41.402009
02809;RI,Bristol;-71.268669;41.684200
02812;RI,Washington; -71.664080;41.466030
02813;RI,Washington; -71.668133;41.385256
02814;RI,Providence;-71.703354;41.896002
02815;RI,Providence;-71.670099;41.777861
02816;RI,Kent;-71.574627;41.691050
02817;RI,Kent;-71.670239;41.625874
02818;RI,Kent;-71.468155;41.649733
02821;RI,Washington; -71.7808;41.6267
02822;RI,Washington; -71.605478;41.563937
02823;RI,Providence;-71.5467;41.73120
02824;RI,Providence;-71.5630;42.00024
02825;RI,Providence;-71.720215;41.785151
02826;RI,Providence;-71.6008;41.98241
02827;RI,Kent;-71.7356;41.7062
02828;RI,Providence;-71.553908;41.870799
02829;RI,Providence;-71.5893;41.87929
02830;RI,Providence;-71.649693;41.976659
02831;RI,Providence;-71.574826;41.738650
02832;RI,Washington; -71.727370;41.511414
02833;RI,Washington; -71.777229;41.470822
02835;RI,Newport;-71.371805;41.520312
02836;RI,Washington; -71.621458;41.448844
02837;RI,Newport;-71.165484;41.518038
02838;RI,Providence;-71.475035;41.968698
02839;RI,Providence;-71.640036;41.948108
02840;RI,Newport;-71.312622;41.488002
02852;RI,Washington; -71.454003;41.589701
02854;RI,Washington; -71.6439;41.37531
02857;RI,Providence;-71.625701;41.839020
02858;RI,Providence;-71.646614;41.961860
02859;RI,Providence;-71.723118;41.964896
02860;RI,Providence;-71.390074;41.872099
02861;RI,Providence;-71.355837;41.881632
02862;RI,Providence;-71.3690;41.86125
02863;RI,Providence;-71.392606;41.889863
02864;RI,Providence;-71.411818;41.949099
02865;RI,Providence;-71.430235;41.905666
02871;RI,Newport;-71.260992;41.603929
02872;RI,Bristol;-71.3118;41.6136
02873;RI,Washington; -71.7740;41.51992
02874;RI,Washington; -71.456920;41.515135
02875;RI,Washington; -71.638779;41.447642
02876;RI,Providence;-71.5763;41.99839
02877;RI,Washington; -71.5298;41.52890
02878;RI,Newport;-71.187243;41.629413
02879;RI,Washington; -71.523223;41.423601
02880;RI,Washington; -71.6439;41.37531
02881;RI,Washington; -71.526894;41.481001
02882;RI,Washington; -71.463521;41.432452
02883;RI,Washington; -71.6439;41.37531
02885;RI,Bristol;-71.270492;41.726184
02886;RI,Kent;-71.451190;41.705478
02887;RI,Kent;-71.5577;41.68245
02888;RI,Kent;-71.409824;41.748050
02889;RI,Kent;-71.391100;41.706814
02891;RI,Washington; -71.803876;41.354881
02892;RI,Washington; -71.584656;41.501550
02893;RI,Kent;-71.518579;41.703750
02894;RI,Washington; -71.695566;41.444078
02895;RI,Providence;-71.507223;42.001731
02898;RI,Washington; -71.684846;41.514950
02901;RI,Providence;-71.4144;41.82275
02902;RI,Providence;-71.4248;41.81835
02903;RI,Providence;-71.413065;41.820800
02904;RI,Providence;-71.431420;41.859199
02905;RI,Providence;-71.404317;41.788300
02906;RI,Providence;-71.394275;41.836350
02907;RI,Providence;-71.424499;41.798550
02908;RI,Providence;-71.438027;41.839296
02909;RI,Providence;-71.447757;41.819100
02910;RI,Providence;-71.436722;41.776867
02911;RI,Providence;-71.473543;41.853699
02914;RI,Providence;-71.368347;41.812400
02915;RI,Providence;-71.355646;41.769500
02916;RI,Providence;-71.353914;41.843250
02917;RI,Providence;-71.516467;41.894499
02919;RI,Providence;-71.494684;41.825132
02920;RI,Providence;-71.464854;41.771500
02921;RI,Providence;-71.509727;41.764350
02940;RI,Providence;-71.5585;41.87176
03031;NH,Hillsborough;-71.608200;42.854886
03032;NH,Rockingham;-71.351416;43.000345
03033;NH,Hillsborough;-71.666053;42.742587
03034;NH,Rockingham;-71.307809;43.048372
03036;NH,Rockingham;-71.234536;42.967823
03037;NH,Rockingham;-71.248802;43.141746
03038;NH,Rockingham;-71.300192;42.886486
03040;NH,Rockingham;-71.0132;43.00589
03041;NH,Rockingham;-71.0132;43.00589
03042;NH,Rockingham;-71.070957;43.045076
03043;NH,Hillsborough;-71.810079;42.976901
03044;NH,Rockingham;-71.125243;42.986119
03045;NH,Hillsborough;-71.570235;43.037495
03047;NH,Hillsborough;-71.866458;42.935709
03048;NH,Hillsborough;-71.775916;42.747024
03049;NH,Hillsborough;-71.580449;42.739909
03051;NH,Hillsborough;-71.420794;42.759821
03053;NH,Rockingham;-71.382055;42.880481
03054;NH,Hillsborough;-71.512163;42.858053
03055;NH,Hillsborough;-71.667435;42.831686
03057;NH,Hillsborough;-71.680571;42.899434
03060;NH,Hillsborough;-71.464926;42.748888
03061;NH,Hillsborough;-71.6539;42.95212
03062;NH,Hillsborough;-71.492388;42.724822
03063;NH,Hillsborough;-71.510470;42.770738
03070;NH,Hillsborough;-71.694143;42.978267
03071;NH,Hillsborough;-71.867066;42.753726
03073;NH,Rockingham;-71.0132;43.00589
03076;NH,Hillsborough;-71.323598;42.734182
03077;NH,Rockingham;-71.195988;43.031491
03079;NH,Rockingham;-71.213163;42.792456
03082;NH,Hillsborough;-71.784526;42.902259
03084;NH,Hillsborough;-71.850638;42.819490
03086;NH,Hillsborough;-71.781774;42.830184
03087;NH,Rockingham;-71.298788;42.805194
03101;NH,Hillsborough;-71.463760;42.989984
03102;NH,Hillsborough;-71.486807;42.990684
03103;NH,Hillsborough;-71.448287;42.967684
03104;NH,Hillsborough;-71.447167;43.006033
03105;NH,Hillsborough;-71.6539;42.95212
03106;NH,Merrimack;-71.444123;43.058785
03107;NH,Hillsborough;-71.6539;42.95212
03108;NH,Hillsborough;-71.6539;42.95212
03109;NH,Hillsborough;-71.413498;42.972584
03110;NH,Hillsborough;-71.5213;42.9403
03216;NH,Merrimack;-71.784019;43.444702
03217;NH,Grafton;-71.627787;43.705061
03218;NH,Belknap;-71.293053;43.338347
03220;NH,Belknap;-71.473526;43.459555
03221;NH,Merrimack;-71.954050;43.256053
03222;NH,Grafton;-71.750069;43.615799
03223;NH,Grafton;-71.651614;43.887682
03224;NH,Merrimack;-71.544342;43.346137
03225;NH,Belknap;-71.228199;43.354005
03226;NH,Belknap;-71.496524;43.721094
03227;NH,Carroll;-71.451265;43.802936
03229;NH,Merrimack;-71.707118;43.204192
03230;NH,Merrimack;-71.872815;43.506405
03231;NH,Merrimack;-71.7365;43.46617
03232;NH,Grafton;-71.8408;43.96754
03233;NH,Merrimack;-71.936488;43.423484
03234;NH,Merrimack;-71.361106;43.228594
03235;NH,Merrimack;-71.660344;43.444456
03237;NH,Belknap;-71.375173;43.429750
03238;NH,Grafton;-71.8408;43.96754
03240;NH,Grafton;-71.964220;43.568328
03241;NH,Grafton;-71.806422;43.713794
03242;NH,Merrimack;-71.817225;43.173469
03243;NH,Merrimack;-71.738154;43.521669
03244;NH,Hillsborough;-71.921084;43.119417
03245;NH,Grafton;-71.6044;43.73783
03246;NH,Belknap;-71.438420;43.557153
03247;NH,Belknap;-71.4454;43.58897
03251;NH,Grafton;-71.660604;44.051981
03252;NH,Belknap;-71.5371;43.46856
03253;NH,Belknap;-71.504886;43.644559
03254;NH,Carroll;-71.392998;43.712184
03255;NH,Merrimack;-72.026542;43.325820
03256;NH,Belknap;-71.643724;43.607680
03257;NH,Merrimack;-72.000047;43.418863
03259;NH,Carroll;-71.394758;43.880005
03260;NH,Merrimack;-71.925509;43.356838
03261;NH,Rockingham;-71.207906;43.216633
03262;NH,Grafton;-71.687011;44.028500
03263;NH,Merrimack;-71.321502;43.303680
03264;NH,Grafton;-71.645036;43.753837
03266;NH,Grafton;-71.879520;43.806365
03268;NH,Merrimack;-71.741992;43.388571
03269;NH,Belknap;-71.587604;43.523175
03272;NH,Merrimack;-71.6629;43.31027
03273;NH,Merrimack;-71.927094;43.317257
03274;NH,Grafton;-71.8408;43.96754
03275;NH,Merrimack;-71.436540;43.152469
03276;NH,Belknap;-71.578503;43.446729
03278;NH,Merrimack;-71.825373;43.283838
03279;NH,Grafton;-71.888539;43.938224
03280;NH,Sullivan;-72.097553;43.173046
03281;NH,Hillsborough;-71.723299;43.080986
03282;NH,Grafton;-71.917654;43.874357
03284;NH,Sullivan;-72.012969;43.501755
03287;NH,Merrimack;-71.904576;43.430018
03289;NH,Belknap;-71.5197;43.49637
03290;NH,Rockingham;-71.110819;43.115874
03291;NH,Rockingham;-71.139209;43.179984
03293;NH,Grafton;-71.8408;43.96754
03301;NH,Merrimack;-71.537743;43.213705
03302;NH,Merrimack;-71.6629;43.31027
03303;NH,Merrimack;-71.638327;43.283796
03304;NH,Merrimack;-71.535761;43.144614
03305;NH,Merrimack;-71.5171;43.21340
03431;NH,Cheshire;-72.286168;42.946418
03440;NH,Hillsborough;-71.950686;43.060424
03441;NH,Cheshire;-72.435208;42.791069
03442;NH,Hillsborough;-71.916352;43.005429
03443;NH,Cheshire;-72.471632;42.871815
03444;NH,Cheshire;-72.063340;42.899874
03445;NH,Cheshire;-72.193837;43.009728
03446;NH,Cheshire;-72.299784;42.870578
03447;NH,Cheshire;-72.148381;42.754744
03448;NH,Cheshire;-72.261492;43.055293
03449;NH,Hillsborough;-71.989134;42.975105
03450;NH,Cheshire;-72.060432;42.941175
03451;NH,Cheshire;-72.495184;42.797633
03452;NH,Cheshire;-72.034180;42.827096
03455;NH,Cheshire;-72.162192;42.932177
03456;NH,Cheshire;-72.213825;43.125523
03457;NH,Cheshire;-72.143653;43.025227
03458;NH,Hillsborough;-71.951336;42.884919
03461;NH,Cheshire;-72.010343;42.749835
03462;NH,Cheshire;-72.415226;42.913966
03464;NH,Cheshire;-72.095904;43.078658
03465;NH,Cheshire;-72.176184;42.822155
03466;NH,Cheshire;-72.516292;42.899338
03467;NH,Cheshire;-72.425122;42.971069
03468;NH,Hillsborough;-71.9333;42.89080
03469;NH,Cheshire;-72.3150;42.87341
03470;NH,Cheshire;-72.338934;42.775629
03561;NH,Grafton;-71.797514;44.313606
03570;NH,Coos;-71.190922;44.463337
03574;NH,Grafton;-71.692257;44.281770
03575;NH,Coos;-71.3873;44.69564
03576;NH,Coos;-71.447666;44.893888
03579;NH,Coos;-71.153941;44.789296
03580;NH,Grafton;-71.699593;44.200124
03581;NH,Coos;-71.162732;44.386557
03582;NH,Coos;-71.481473;44.610605
03583;NH,Coos;-71.464361;44.376866
03584;NH,Coos;-71.549998;44.483756
03585;NH,Grafton;-71.873712;44.225864
03587;NH,Coos;-71.3873;44.69564
03588;NH,Coos;-71.243356;44.608332
03589;NH,Coos;-71.3873;44.69564
03590;NH,Coos;-71.593958;44.719769
03592;NH,Coos;-71.307241;45.085547
03595;NH,Coos;-71.517469;44.271516
03597;NH,Coos;-71.3873;44.69564
03598;NH,Coos;-71.622484;44.378771
03601;NH,Sullivan;-72.302692;43.242719
03602;NH,Cheshire;-72.325755;43.142384
03603;NH,Sullivan;-72.390264;43.249468
03604;NH,Cheshire;-72.2430;42.94709
03605;NH,Sullivan;-72.175566;43.231807
03607;NH,Cheshire;-72.268941;43.195329
03608;NH,Cheshire;-72.419022;43.075411
03609;NH,Cheshire;-72.448305;43.142254
03740;NH,Grafton;-71.9488;44.11416
03741;NH,Grafton;-72.013335;43.659172
03743;NH,Sullivan;-72.341521;43.374562
03745;NH,Sullivan;-72.333379;43.476337
03746;NH,Sullivan;-72.1939;43.36450
03748;NH,Grafton;-72.120589;43.614847
03749;NH,Grafton;-72.0854;43.57957
03750;NH,Grafton;-72.200565;43.701003
03751;NH,Sullivan;-72.071855;43.437503
03752;NH,Sullivan;-72.135255;43.304058
03753;NH,Sullivan;-72.129544;43.516383
03754;NH,Sullivan;-72.1255;43.36561
03755;NH,Grafton;-72.250709;43.719756
03756;NH,Grafton;-71.8408;43.96754
03765;NH,Grafton;-72.056583;44.037125
03766;NH,Grafton;-72.244033;43.642945
03768;NH,Grafton;-72.132977;43.823864
03769;NH,Grafton;-72.1204;43.78626
03770;NH,Sullivan;-72.280720;43.525462
03771;NH,Grafton;-72.027890;44.281722
03773;NH,Sullivan;-72.183215;43.358339
03774;NH,Grafton;-71.994305;44.085410
03777;NH,Grafton;-72.078314;43.908925
03779;NH,Grafton;-72.044090;43.976427
03780;NH,Grafton;-71.986127;44.029684
03781;NH,Sullivan;-72.303531;43.533570
03782;NH,Sullivan;-72.090288;43.381133
03784;NH,Grafton;-72.305947;43.649781
03785;NH,Grafton;-71.963064;44.133215
03801;NH,Rockingham;-70.776847;43.070188
03802;NH,Rockingham;-71.0132;43.00589
03803;NH,Rockingham;-71.4447;42.92703
03804;NH,Rockingham;-71.0132;43.00589
03805;NH,Strafford;-70.9306;43.28528
03809;NH,Belknap;-71.223778;43.478364
03810;NH,Belknap;-71.287761;43.478917
03811;NH,Rockingham;-71.162464;42.836245
03812;NH,Carroll;-71.297295;44.081906
03813;NH,Carroll;-71.062708;44.041089
03814;NH,Carroll;-71.129262;43.767878
03815;NH,Strafford;-71.103172;43.256254
03816;NH,Carroll;-71.284044;43.685171
03817;NH,Carroll;-71.220697;43.878112
03818;NH,Carroll;-71.158925;43.966958
03819;NH,Rockingham;-71.120349;42.927682
03820;NH,Strafford;-70.887878;43.190984
03822;NH,Strafford;-71.0284;43.32673
03824;NH,Strafford;-70.960353;43.128085
03825;NH,Strafford;-71.043560;43.208136
03826;NH,Rockingham;-71.122963;42.890357
03827;NH,Rockingham;-70.984594;42.915740
03830;NH,Carroll;-70.989357;43.640621
03832;NH,Carroll;-71.047167;43.907045
03833;NH,Rockingham;-70.976659;42.973783
03835;NH,Strafford;-71.062174;43.395688
03836;NH,Carroll;-71.080306;43.814201
03837;NH,Belknap;-71.329714;43.435913
03838;NH,Carroll;-71.203549;44.116958
03839;NH,Strafford;-70.985523;43.267581
03840;NH,Rockingham;-70.847144;43.038279
03841;NH,Rockingham;-71.182526;42.880837
03842;NH,Rockingham;-70.825145;42.935690
03844;NH,Rockingham;-70.886662;42.923946
03845;NH,Carroll;-71.138652;44.086488
03846;NH,Carroll;-71.180899;44.166268
03847;NH,Carroll;-71.2577;43.88387
03848;NH,Rockingham;-71.062362;42.923643
03849;NH,Carroll;-71.143116;43.930805
03850;NH,Carroll;-71.3016;43.70765
03851;NH,Strafford;-71.0113;43.42294
03852;NH,Strafford;-70.969319;43.500126
03853;NH,Carroll;-71.286142;43.642398
03854;NH,Rockingham;-70.723535;43.068338
03855;NH,Strafford;-71.146286;43.443682
03856;NH,Rockingham;-70.950765;43.038330
03857;NH,Rockingham;-70.943367;43.072738
03858;NH,Rockingham;-71.048077;42.871322
03859;NH,Rockingham;-71.0400;42.86191
03860;NH,Carroll;-71.130842;44.035684
03862;NH,Rockingham;-70.830557;42.977780
03864;NH,Carroll;-71.102667;43.672636
03865;NH,Rockingham;-71.094451;42.837189
03867;NH,Strafford;-70.998165;43.304163
03868;NH,Strafford;-70.963116;43.340581
03869;NH,Strafford;-70.832075;43.221234
03870;NH,Rockingham;-70.765178;43.000003
03871;NH,Rockingham;-70.7718;42.98063
03872;NH,Carroll;-71.034054;43.564008
03873;NH,Rockingham;-71.184445;42.929588
03874;NH,Rockingham;-70.854662;42.884390
03875;NH,Carroll;-71.182674;43.868287
03878;NH,Strafford;-70.875499;43.253783
03882;NH,Carroll;-71.000064;43.721239
03883;NH,Carroll;-71.321048;43.828696
03884;NH,Strafford;-71.177018;43.257919
03885;NH,Rockingham;-70.901921;43.015756
03886;NH,Carroll;-71.259883;43.857079
03887;NH,Strafford;-71.028238;43.448064
03890;NH,Carroll;-71.1945;43.81178
03894;NH,Carroll;-71.195529;43.596233
03896;NH,Carroll;-71.2188;43.58915
03897;NH,Carroll;-71.345072;43.908738
03901;ME,York;-70.845590;43.290160
03902;ME,York;-70.628568;43.216251
03903;ME,York;-70.793488;43.135435
03904;ME,York;-70.736117;43.101538
03905;ME,York;-70.696072;43.085120
03906;ME,York;-70.764603;43.327517
03907;ME,York;-70.599525;43.247931
03908;ME,York;-70.778764;43.234782
03909;ME,York;-70.652391;43.159537
03910;ME,York;-70.7320;43.21167
03911;ME,York;-70.6357;43.15546
04001;ME,York;-70.931898;43.548123
04002;ME,York;-70.688407;43.490939
04003;ME,Cumberland;-69.994486;43.730791
04004;ME,York;-70.6043;43.36565
04005;ME,York;-70.458714;43.480704
04006;ME,York;-70.3598;43.43604
04007;ME,York;-70.5053;43.45813
04008;ME,Sagadahoc;-69.883699;44.023057
04009;ME,Cumberland;-70.725523;44.059192
04010;ME,Oxford;-70.900499;43.938741
04011;ME,Cumberland;-69.958940;43.899200
04013;ME,Cumberland;-70.4707;44.40807
04014;ME,York;-70.6043;43.36565
04015;ME,Cumberland;-70.513778;43.952597
04016;ME,Oxford;-70.8917;44.18096
04017;ME,Cumberland;-70.115225;43.736628
04019;ME,Cumberland;-70.094481;43.696875
04020;ME,York;-70.808780;43.773606
04021;ME,Cumberland;-70.265549;43.798251
04022;ME,Oxford;-70.788041;43.969000
04024;ME,Cumberland;-70.684824;43.823849
04027;ME,York;-70.917195;43.403349
04028;ME,York;-70.8451;43.73239
04029;ME,Cumberland;-70.677553;43.887356
04030;ME,York;-70.679301;43.585861
04032;ME,Cumberland;-70.101726;43.843778
04037;ME,Oxford;-70.956481;44.050856
04038;ME,Cumberland;-70.463010;43.697118
04039;ME,Cumberland;-70.353305;43.879576
04040;ME,Cumberland;-70.653278;44.103892
04041;ME,Oxford;-70.833918;43.871738
04042;ME,York;-70.632655;43.611238
04043;ME,York;-70.547073;43.385510
04046;ME,York;-70.476904;43.399494
04047;ME,York;-70.898302;43.755002
04048;ME,York;-70.771789;43.682791
04049;ME,York;-70.702637;43.733814
04050;ME,Cumberland;-70.154759;43.692683
04051;ME,Oxford;-70.872315;44.172276
04053;ME,Cumberland;-70.4707;44.40807
04054;ME,York;-70.5977;43.27634
04055;ME,Cumberland;-70.603122;43.959974
04056;ME,York;-70.8688;43.65837
04057;ME,Cumberland;-70.4707;44.40807
04058;ME,Oxford;-70.9813;44.1329
04060;ME,York;-70.8744;43.5835
04061;ME,York;-70.730337;43.643195
04062;ME,Cumberland;-70.416979;43.810673
04063;ME,York;-70.3857;43.50488
04064;ME,York;-70.385609;43.514864
04066;ME,Cumberland;-69.970383;43.763403
04068;ME,Oxford;-70.930943;43.833831
04069;ME,Cumberland;-70.178937;43.912616
04070;ME,Cumberland;-70.2736;43.57698
04071;ME,Cumberland;-70.472339;43.917206
04072;ME,York;-70.451715;43.527322
04073;ME,York;-70.752457;43.426792
04074;ME,Cumberland;-70.352682;43.583224
04075;ME,Cumberland;-70.5521;43.79605
04076;ME,York;-70.845156;43.553076
04077;ME,Cumberland;-70.5245;43.91002
04078;ME,Cumberland;-70.1207;43.82077
04079;ME,Cumberland;-69.952170;43.797398
04081;ME,Oxford;-70.6615;44.56615
04082;ME,Cumberland;-70.4707;44.40807
04083;ME,York;-70.802750;43.467037
04084;ME,Cumberland;-70.564337;43.761599
04085;ME,Cumberland;-70.638124;43.770432
04086;ME,Sagadahoc;-69.961636;43.946740
04087;ME,York;-70.754972;43.560660
04088;ME,Oxford;-70.707572;44.190761
04090;ME,York;-70.611789;43.320211
04091;ME,Cumberland;-70.750382;43.824885
04092;ME,Cumberland;-70.358236;43.682148
04093;ME,York;-70.574929;43.660386
04094;ME,York;-70.5732;43.40610
04095;ME,York;-70.912181;43.642631
04096;ME,Cumberland;-70.179325;43.801773
04098;ME,Cumberland;-70.4707;44.40807
04101;ME,Cumberland;-70.258628;43.660525
04102;ME,Cumberland;-70.291104;43.658632
04103;ME,Cumberland;-70.290303;43.685882
04104;ME,Cumberland;-70.4648;43.84649
04105;ME,Cumberland;-70.260273;43.736732
04106;ME,Cumberland;-70.272724;43.631549
04107;ME,Cumberland;-70.226171;43.604739
04108;ME,Cumberland;-70.194759;43.665177
04109;ME,Cumberland;-70.1987;43.67833
04110;ME,Cumberland;-70.196817;43.760369
04112;ME,Cumberland;-70.4707;44.40807
04116;ME,Cumberland;-70.4707;44.40807
04210;ME,Androscoggin;-70.241437;44.089173
04211;ME,Androscoggin;-70.2394;44.19700
04212;ME,Androscoggin;-70.2394;44.19700
04216;ME,Oxford;-70.799529;44.661894
04217;ME,Oxford;-70.817508;44.372129
04219;ME,Oxford;-70.630828;44.386951
04220;ME,Oxford;-70.367107;44.295264
04221;ME,Oxford;-70.313787;44.423658
04223;ME,Androscoggin;-70.2857;44.02387
04224;ME,Oxford;-70.413832;44.555583
04225;ME,Franklin;-70.2265;44.60270
04226;ME,Oxford;-70.698824;44.614134
04227;ME,Franklin;-70.3263;44.57913
04228;ME,Androscoggin;-70.133838;44.400997
04230;ME,Androscoggin;-70.3270;44.06267
04231;ME,Oxford;-70.870440;44.261562
04234;ME,Franklin;-70.1820;44.61750
04235;ME,Oxford;-70.5653;44.5995
04236;ME,Androscoggin;-70.141810;44.194404
04237;ME,Oxford;-70.735606;44.492810
04238;ME,Oxford;-70.369758;44.197418
04239;ME,Franklin;-70.219336;44.516475
04240;ME,Androscoggin;-70.191417;44.094773
04241;ME,Androscoggin;-70.2394;44.19700
04243;ME,Androscoggin;-70.2394;44.19700
04250;ME,Androscoggin;-70.109702;44.027509
04252;ME,Androscoggin;-70.056310;44.009827
04253;ME,Androscoggin;-70.224524;44.408579
04254;ME,Androscoggin;-70.174865;44.470961
04255;ME,Oxford;-70.672315;44.359760
04256;ME,Androscoggin;-70.391978;44.104720
04257;ME,Oxford;-70.533513;44.556984
04258;ME,Androscoggin;-70.333198;44.154921
04259;ME,Kennebec;-69.998970;44.231811
04260;ME,Cumberland;-70.294880;43.957375
04261;ME,Oxford;-70.875998;44.570532
04262;ME,Franklin;-70.3816;45.06338
04263;ME,Androscoggin;-70.112543;44.283844
04265;ME,Kennebec;-70.040278;44.281993
04266;ME,Androscoggin;-70.2557;44.35798
04267;ME,Oxford;-70.6615;44.56615
04268;ME,Oxford;-70.583662;44.223589
04270;ME,Oxford;-70.505068;44.114612
04271;ME,Oxford;-70.4985;44.26411
04273;ME,Androscoggin;-70.4118;44.0592
04274;ME,Androscoggin;-70.390772;44.049157
04275;ME,Oxford;-70.647805;44.727073
04276;ME,Oxford;-70.566096;44.535990
04278;ME,Oxford;-70.5680;44.37703
04279;ME,Oxford;-70.7003;44.5571
04280;ME,Androscoggin;-70.075689;44.119007
04281;ME,Oxford;-70.505082;44.235141
04282;ME,Androscoggin;-70.245638;44.266842
04283;ME,Androscoggin;-70.2394;44.19700
04284;ME,Kennebec;-70.056988;44.349542
04285;ME,Franklin;-70.432758;44.697077
04286;ME,Oxford;-70.8600;44.40205
04287;ME,Sagadahoc;-69.968472;44.048154
04288;ME,Androscoggin;-70.2394;44.19700
04289;ME,Oxford;-70.524515;44.325285
